Energia_eV,Electrones
7058.0,283976
7058.0,273815
6403.84,267447
6403.84,277923
6390.84,239424
6390.84,246513
6403.84,262861
6403.84,273024
6403.84,131718
6403.84,250955
6403.84,264963
6403.84,258621
6403.84,251084
6403.84,233227
6390.84,266468
6403.84,249763
6403.84,265574
6403.84,265165
6403.84,245720
6390.84,126117
6403.84,250339
6390.84,281115
6403.84,241270
6403.84,253096
6390.84,271841
6403.84,267582
6403.84,253823
6403.84,177398
6403.84,246473
6403.84,240553
6403.84,268297
6403.84,246152
6403.84,242611
7058.0,264489
6390.84,268886
6390.84,265610
6390.84,260536
6403.84,267063
6403.84,238142
6403.84,256526
6390.84,261530
7058.0,276780
6390.84,263229
6403.84,237717
7058.0,285900
6403.84,262687
6403.84,253134
6403.84,247289
6390.84,249512
6403.84,264113
6390.84,130886
7058.0,294952
7058.0,147657
6403.84,244239
6403.84,128056
6390.84,244911
6390.84,260952
6390.84,250495
6390.84,237861
6403.84,237615
6390.84,268154
6403.84,257485
6403.84,264669
6403.84,260695
6390.84,261290
7058.0,301278
6403.84,239794
6403.84,244580
6403.84,254717
6403.84,267513
6390.84,250803
6403.84,270418
6403.84,261199
6390.84,259711
6390.84,253180
6390.84,128796
6390.84,207212
6390.84,251743
6403.84,266815
6403.84,257924
6403.84,253171
6403.84,261813
6390.84,245070
6403.84,271296
6403.84,240959
6390.84,261742
6403.84,281342
6390.84,264727
6390.84,269348
6403.84,257415
6390.84,247599
6403.84,245967
6390.84,119120
6403.84,217015
6403.84,134495
6390.84,273453
6390.84,264732
6403.84,279595
6390.84,243350
6403.84,271194
6403.84,247431
6403.84,274228
7058.0,295561
6403.84,252122
6390.84,262911
6390.84,243645
7058.0,136573
6403.84,235621
6403.84,265139
6403.84,228125
7058.0,312233
6390.84,249086
6403.84,247744
6403.84,126320
6390.84,254378
6390.84,265971
6403.84,141880
6390.84,237762
6403.84,303887
6390.84,256150
6403.84,279641
6403.84,253649
6403.84,269942
6403.84,241167
6390.84,263059
6390.84,262940
6390.84,270685
6403.84,257146
6390.84,106454
6390.84,250824
6403.84,260128
6390.84,278481
6390.84,269344
6403.84,266506
6390.84,251338
6403.84,243823
6390.84,262085
6390.84,136225
6390.84,261723
6403.84,262866
6403.84,127718
7058.0,304009
7058.0,266648
6390.84,129901
6403.84,269383
7058.0,147710
7058.0,313610
7058.0,286274
6403.84,248875
6403.84,237205
6390.84,251213
7058.0,263598
6403.84,255930
6390.84,261209
6403.84,264140
6403.84,266452
6390.84,252153
6403.84,235732
6390.84,263059
6403.84,260320
6403.84,131886
7058.0,294452
6390.84,18819
6403.84,212333
6403.84,132911
6403.84,264234
6403.84,116638
6403.84,251622
7058.0,275033
6390.84,261880
6403.84,250706
6403.84,281361
6390.84,241385
6403.84,111672
7058.0,277362
6390.84,238248
6403.84,246875
6403.84,268070
6403.84,253848
6403.84,267021
7058.0,279680
6390.84,280519
6390.84,240329
6403.84,267326
6403.84,140058
6403.84,250493
7058.0,294533
6403.84,256650
6403.84,252142
6390.84,249006
6403.84,239036
6390.84,233634
6390.84,264328
6390.84,259932
6390.84,262667
6403.84,252632
6390.84,217517
6403.84,260916
7058.0,292156
6390.84,228517
6403.84,244900
6403.84,267408
6390.84,260227
6390.84,237715
6403.84,260569
6390.84,247071
7058.0,284682
6403.84,250908
6403.84,181901
6390.84,253100
6403.84,258995
6390.84,259749
6390.84,266980
6390.84,292414
6403.84,242116
7058.0,166489
6390.84,244727
6403.84,276550
6403.84,245035
6390.84,130622
7058.0,277482
6403.84,259346
6390.84,269840
6403.84,115418
6403.84,266955
6403.84,225849
6390.84,279150
6390.84,240743
6403.84,272050
6390.84,257464
6403.84,257132
6403.84,267702
6403.84,256290
6390.84,130831
6403.84,268041
6403.84,269150
6390.84,244765
6403.84,243486
6390.84,265973
6403.84,249161
6403.84,245583
7058.0,315381
6403.84,250784
6390.84,116277
6390.84,131627
6403.84,239401
6403.84,271700
6403.84,262061
6403.84,270259
6403.84,252831
6403.84,129494
6403.84,269011
6390.84,261980
6403.84,261918
6390.84,103695
6403.84,261603
6403.84,246188
6390.84,243301
6403.84,283927
6403.84,253387
6390.84,259617
6403.84,254264
7058.0,310846
6403.84,122716
6390.84,260235
6403.84,267813
6390.84,259754
6403.84,253507
6403.84,259692
6403.84,266503
6403.84,259650
6390.84,253154
6403.84,250362
7058.0,285042
6390.84,244507
6403.84,235914
6403.84,253195
6390.84,246290
6390.84,241464
6403.84,150392
6403.84,251073
6403.84,236756
7058.0,306696
6390.84,262076
6403.84,243824
6403.84,286006
6403.84,236054
6403.84,254825
6403.84,252857
6403.84,275080
6403.84,268284
6403.84,245632
6403.84,115197
7058.0,274988
6390.84,270156
6403.84,267955
7058.0,273680
6390.84,239829
6403.84,265144
6390.84,249815
6390.84,243471
6390.84,217923
6403.84,236517
7058.0,259819
6390.84,125531
6390.84,43545
6403.84,262823
6403.84,256819
6390.84,245904
7058.0,277672
6403.84,257553
7058.0,260080
6390.84,251072
6403.84,269846
6390.84,263820
7058.0,278556
6390.84,271657
6403.84,256911
6390.84,250328
6403.84,259519
6403.84,236362
6403.84,129853
6403.84,260821
6390.84,259191
6403.84,280885
6403.84,258612
6403.84,250728
6390.84,186370
7058.0,151617
6403.84,260634
6403.84,262765
6403.84,264304
6403.84,246005
6390.84,270553
6390.84,242747
6390.84,237285
6390.84,130317
6390.84,270830
6390.84,92604
6403.84,236798
6403.84,275819
6403.84,176524
6403.84,268041
6403.84,273420
6403.84,274946
6403.84,246052
6403.84,269037
6403.84,248425
6390.84,248454
6403.84,276132
6403.84,265990
6390.84,230342
6403.84,269259
6390.84,262676
6403.84,248714
6390.84,249550
6390.84,243289
6403.84,261395
6390.84,258215
6390.84,251761
6403.84,119918
7058.0,299141
6390.84,240585
6390.84,241075
6403.84,261439
6390.84,259443
6403.84,254743
7058.0,290254
7058.0,304034
6390.84,246280
6403.84,261334
6403.84,251579
6390.84,264758
6403.84,253229
6390.84,228888
6403.84,105753
6403.84,269428
6390.84,261463
6390.84,110351
6403.84,259168
6403.84,105935
6403.84,259499
6403.84,263337
6403.84,137227
6403.84,127516
6403.84,269501
6390.84,233194
6403.84,282692
6403.84,266834
6403.84,263324
6403.84,245288
6390.84,138903
6390.84,247632
6403.84,282552
6390.84,131632
6403.84,243851
7058.0,285128
6403.84,263223
7058.0,270564
6403.84,269422
6403.84,247750
7058.0,291300
6403.84,254508
6403.84,254126
6403.84,274172
6403.84,259197
6403.84,253965
7058.0,166760
6403.84,244893
6390.84,278868
6403.84,241220
7058.0,268995
7058.0,300623
6403.84,270222
6403.84,246398
7058.0,272959
6403.84,247696
6390.84,245313
6403.84,130673
6403.84,247642
6390.84,119072
6403.84,131056
6403.84,128138
6403.84,255176
6403.84,236692
6403.84,238029
7058.0,280076
6403.84,251718
6403.84,266882
6390.84,261840
6403.84,261987
6403.84,278325
6403.84,281091
6390.84,259094
6403.84,236571
6403.84,231642
6390.84,256654
6403.84,272852
6403.84,260483
6403.84,239390
6403.84,240491
6403.84,276161
6403.84,264122
6390.84,131737
6403.84,253563
6390.84,251860
6403.84,289865
6403.84,282989
6403.84,138358
6403.84,264537
6403.84,236163
6403.84,245943
6390.84,254446
6403.84,245542
6390.84,256755
6403.84,244253
6403.84,242323
6403.84,246439
6403.84,255965
7058.0,141584
6403.84,266355
6390.84,249831
6403.84,258946
7058.0,204066
6403.84,254835
6390.84,248127
6403.84,272243
6403.84,125431
6390.84,247179
6403.84,266962
6390.84,238961
6403.84,280785
6403.84,256261
6403.84,250869
6403.84,253425
6403.84,247711
7058.0,276646
6390.84,263008
7058.0,257347
6390.84,268833
